alpha,confidence_level,qhat,coverage,average_set_size,median_set_size,singleton_rate,empty_set_rate,min_set_size,max_set_size,class_wise_coverage,class_wise_average_set_size
0.1,0.9,0.7352941176470589,0.914828897338403,1.3110266159695818,1.0,0.6889733840304183,0.0,1,2,"{'Non-Promoter': 0.9317507418397626, 'Promoter': 0.8970358814352574}","{'Non-Promoter': 1.317507418397626, 'Promoter': 1.3042121684867394}"
0.05,0.95,0.8714285714285714,0.976425855513308,1.6555133079847908,2.0,0.34448669201520915,0.0,1,2,"{'Non-Promoter': 0.983679525222552, 'Promoter': 0.968798751950078}","{'Non-Promoter': 1.6528189910979227, 'Promoter': 1.6583463338533542}"
