alpha,confidence_level,qhat,coverage,average_set_size,median_set_size,singleton_rate,empty_set_rate,min_set_size,max_set_size,class_wise_coverage,class_wise_average_set_size
0.1,0.9,0.9737583082169294,0.9056603773584906,3.3773584905660377,3.0,0.044596912521440824,0.0,1,6,"{'Sigma24': 0.9795918367346939, 'Sigma28': 0.6785714285714286, 'Sigma32': 0.8135593220338984, 'Sigma38': 0.6578947368421053, 'Sigma54': 0.4, 'Sigma70': 0.9764705882352941}","{'Sigma24': 3.561224489795918, 'Sigma28': 4.035714285714286, 'Sigma32': 3.76271186440678, 'Sigma38': 3.1578947368421053, 'Sigma54': 3.6, 'Sigma70': 3.2147058823529413}"
0.05,0.95,0.9848176632076502,0.934819897084048,4.066895368782161,4.0,0.0137221269296741,0.0,1,6,"{'Sigma24': 0.9897959183673469, 'Sigma28': 0.75, 'Sigma32': 0.8813559322033898, 'Sigma38': 0.7368421052631579, 'Sigma54': 0.45, 'Sigma70': 0.9941176470588236}","{'Sigma24': 4.1938775510204085, 'Sigma28': 4.571428571428571, 'Sigma32': 4.372881355932203, 'Sigma38': 3.8684210526315788, 'Sigma54': 4.2, 'Sigma70': 3.95}"
