alpha,confidence_level,qhat,coverage,average_set_size,median_set_size,singleton_rate,empty_set_rate,min_set_size,max_set_size,class_wise_coverage,class_wise_average_set_size
0.1,0.9,0.9335526674985886,0.8965779467680608,1.285171102661597,1.0,0.714828897338403,0.0,1,2,"{'Non-Promoter': 0.9169139465875371, 'Promoter': 0.875195007800312}","{'Non-Promoter': 1.3308605341246291, 'Promoter': 1.2371294851794072}"
0.05,0.95,0.9891007831320167,0.9429657794676806,1.5216730038022814,2.0,0.4783269961977186,0.0,1,2,"{'Non-Promoter': 0.956973293768546, 'Promoter': 0.9282371294851794}","{'Non-Promoter': 1.5786350148367954, 'Promoter': 1.4617784711388455}"
